OBJECTID,ID,CDMUN,NMMUN,SGUF,ISH,TPMAN,CSMAN,TPSIS,TPOPE,SHAPE_Length,SHAPE_Area
834,834,2208601,Prata do Piauí,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.552917088311098,0.0162102401681835
835,835,2208650,Queimada Nova,PI,Baixa,Não Possui Sistema de Abastecimento,Não Possui Sistema de Abastecimento,Não possui sistema de abastecimento,Não Possui Sistema de Abastecimento,1.61138517078101,0.105500772391989
836,836,2208700,Redenção do Gurguéia,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.35645151147809,0.203243345561314
837,837,2208809,Regeneração,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.3973030541467,0.102246234200182
838,838,2208858,Riacho Frio,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.71040168386204,0.183201175665369
839,839,2208874,Ribeira do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.02265843747423,0.0830280078638662
840,840,2208908,Ribeiro Gonçalves,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,4.14030086350976,0.326326832534537
841,841,2209005,Rio Grande do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.0161291321335,0.0521314572533259
842,842,2209104,Santa Cruz do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.29613694779466,0.0477408531006464
843,843,2209153,Santa Cruz dos Milagres,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.80538200006717,0.0799123601803554
844,844,2209203,Santa Filomena,PI,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.76323490081396,0.434602463045679
845,845,2209302,Santa Luz,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.78697289435554,0.0975883271581623
846,846,2209351,Santana do Piauí,PI,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.617910261419251,0.00908770451522038
847,847,2209377,Santa Rosa do Piauí,PI,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.974686585767798,0.0278293629936235
848,848,2209401,Santo Antônio de Lisboa,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.14333831576493,0.0315111038943054
849,849,2209450,Santo Antônio dos Milagres,PI,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.252638679500523,0.00275006484635131
850,850,2209500,Santo Inácio do Piauí,PI,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.27463227309448,0.069798827971451
851,851,2209559,São Braz do Piauí,PI,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.22522363824407,0.0539658551000099
852,852,2209609,São Félix do Piauí,PI,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.20594870943791,0.0512174998864985
853,853,2209658,São Francisco de Assis do Piauí,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.55418372158454,0.0880042229325962
854,854,2209708,São Francisco do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.41119882429141,0.109757035656176
855,855,2209757,São Gonçalo do Gurguéia,PI,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.69805772809531,0.114263682493099
856,856,2209807,São Gonçalo do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.542664153493405,0.0122572813713095
857,857,2209856,São João da Canabrava,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.996401352128289,0.0393000432005669
858,858,2209872,São João da Fronteira,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.93708782996957,0.0665410967857677
859,859,2209906,São João da Serra,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.52679146561964,0.0813692497858727
860,860,2209955,São João da Varjota,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.906944485853474,0.0323468526066577
861,861,2209971,São João do Arraial,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.59204204656348,0.0173706650107973
862,862,2210003,São João do Piauí,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.431478987842,0.125394321975762
863,863,2210052,São José do Divino,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.855913960864929,0.0259760719443723
864,864,2210102,São José do Peixe,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.08221368893574,0.105443947244866
865,865,2210201,São José do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.82124506786999,0.0305410409250094
866,866,2210300,São Julião,PI,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.774146737683192,0.0238274216213019
867,867,2210359,São Lourenço do Piauí,PI,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.47753449915298,0.0553402436797645
868,868,2210375,São Luis do Piauí,PI,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.636320487495734,0.0178253527650173
869,869,2210383,São Miguel da Baixa Grande,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.02460409560403,0.0363834329255206
870,870,2210391,São Miguel do Fidalgo,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.27697435502155,0.0666542302074407
871,871,2210409,São Miguel do Tapuio,PI,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,4.17337559066278,0.407233240551214
872,872,2210508,São Pedro do Piauí,PI,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.14135928339395,0.0423183710083831
873,873,2210607,São Raimundo Nonato,PI,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,2.89963966230008,0.198609972548243
874,874,2210623,Sebastião Barros,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.45430567633709,0.0738462273814743
875,875,2210631,Sebastião Leal,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.79169329630939,0.258341252661916
876,876,2210656,Sigefredo Pacheco,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.43597308504361,0.0841084393295923
877,877,2210706,Simões,PI,Média,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Integrado,Companhia Estadual,1.81041276381316,0.0881442310590204
878,878,2210805,Simplício Mendes,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.97178397057062,0.111495113300229
879,879,2210904,Socorro do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.42669904327277,0.0624722802778059
880,880,2210938,Sussuapara,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.73817296041335,0.0168374786304086
881,881,2210953,Tamboril do Piauí,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.68859997697663,0.130347000377637
882,882,2210979,Tanque do Piauí,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.882152972215797,0.0326072047470579
883,883,2211001,Teresina,PI,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,2.43614810337212,0.11344865573235
884,884,2211100,União,PI,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.83202936614558,0.095630296201623
885,885,2211209,Uruçuí,PI,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.77962547722947,0.689571577860368
886,886,2211308,Valença do Piauí,PI,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.87178622763571,0.109006296278807
887,887,2211357,Várzea Branca,PI,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.19607832187363,0.0370968626865022
888,888,2211407,Várzea Grande,PI,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.613838763025042,0.0193784592508838
889,889,2211506,Vera Mendes,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.735831119169128,0.0280217992287776
890,890,2211605,Vila Nova do Piauí,PI,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Autarquia Municipal,0.552003955224934,0.0181467224936441
891,891,2211704,Wall Ferraz,PI,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.683592309965552,0.0221069247769766
892,892,2300101,Abaiara,CE,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.545634699721103,0.0148098655742831
893,893,2300150,Acarape,CE,Baixa,Exclusivamente Superficial,Manancial com Alta Vulnerabilidade,Sistema Integrado,Companhia Estadual,0.533827906167018,0.0105894187475303
894,894,2300200,Acaraú,CE,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.99713739026052,0.0685323946101704
895,895,2300309,Acopiara,CE,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.91908318331712,0.184162036253055
896,896,2300408,Aiuaba,CE,Alta,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.61813493045044,0.199399785554175
897,897,2300507,Alcântaras,CE,Baixa,Exclusivamente Superficial,Manancial com Alta Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.600593820106552,0.0110503894935484
898,898,2300606,Altaneira,CE,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.503067789966294,0.0059471723572214
899,899,2300705,Alto Santo,CE,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.84361056482532,0.109820659539558
900,900,2300754,Amontada,CE,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.80513188761749,0.0956106980496325
901,901,2300804,Antonina do Norte,CE,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.02906374734448,0.0212422806417411
902,902,2300903,Apuiarés,CE,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.06450592706435,0.0442968038014089
903,903,2301000,Aquiraz,CE,Baixa,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Integrado,Companhia Estadual,1.05063138902326,0.0391064548274517
904,904,2301109,Aracati,CE,Baixa,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.20875328698956,0.100023662794683
905,905,2301208,Aracoiaba,CE,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.71833389369145,0.0524744321164408
906,906,2301257,Ararendá,CE,Baixa,Exclusivamente Subterrânea,Manancial com Alta Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.899967186081225,0.0279030650788244
907,907,2301307,Araripe,CE,Baixa,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.33543002092494,0.0898462154856605
908,908,2301406,Aratuba,CE,Baixa,Exclusivamente Subterrânea,Manancial com Alta Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.691017688623035,0.0097574626007784
909,909,2301505,Arneiroz,CE,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.63931374341936,0.0873049023243695
910,910,2301604,Assaré,CE,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.85493361917434,0.0945115111518386
911,911,2301703,Aurora,CE,Média,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.43014590607249,0.0724930032182789
912,912,2301802,Baixio,CE,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.57966756010119,0.0119045226808267
913,913,2301851,Banabuiú,CE,Alta,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.91525576944342,0.0881826657718636
914,914,2301901,Barbalha,CE,Baixa,Exclusivamente Subterrânea,Manancial com Alta Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.15085001525879,0.0498115336689365
915,915,2301950,Barreira,CE,Baixa,Exclusivamente Superficial,Manancial com Alta Vulnerabilidade,Sistema Integrado,Companhia Estadual,0.625834590785086,0.0211815177490991
916,916,2302008,Barro,CE,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.17271608801335,0.0582282733590108
917,917,2302057,Barroquinha,CE,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.944058786999764,0.0313661334287809
918,918,2302107,Baturité,CE,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.41001549591278,0.0255885445293543
919,919,2302206,Beberibe,CE,Baixa,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.13264402361285,0.130095253900991
920,920,2302305,Bela Cruz,CE,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.4035800843051,0.0685080739763093
921,921,2302404,Boa Viagem,CE,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.0419220399936,0.231209300398186
922,922,2302503,Brejo Santo,CE,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.46361037772626,0.0536387166996625
923,923,2302602,Camocim,CE,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.90125629774417,0.0911430520663432
924,924,2302701,Campos Sales,CE,Média,Preponderantemente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.62307822430479,0.0885811813554226
925,925,2302800,Canindé,CE,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.39823794280533,0.247064089928883
926,926,2302909,Capistrano,CE,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.867267546181796,0.0184596880381639
927,927,2303006,Caridade,CE,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.04041487179481,0.0754491707058563
928,928,2303105,Cariré,CE,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.26401440076505,0.0615277011827397
929,929,2303204,Caririaçu,CE,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.41945065792022,0.0519003070489578
930,930,2303303,Cariús,CE,Mínima,Preponderantemente Subterrânea,Manancial com Alta Vulnerabilidade,Sistema Integrado,Companhia Estadual,1.7289470015931,0.0847532108082618
931,931,2303402,Carnaubal,CE,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.7627425191221,0.0295830221958022
932,932,2303501,Cascavel,CE,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.68316732976689,0.0682710905796402
933,933,2303600,Catarina,CE,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.19623755508756,0.0398889764870236
934,934,2303659,Catunda,CE,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.67535852873723,0.0638975156902295
935,935,2303709,Caucaia,CE,Baixa,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Integrado,Companhia Estadual,1.55196213457595,0.0995890173035526
936,936,2303808,Cedro,CE,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.28066045163244,0.0596850419721782
