"","cod_municipio","cod_municipiodv","municipio","Tipo","CEP","Endereço"
"697",230610,2306108,"Irauçuba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62620-000","Av Elis Batista da Mota, SN, IRAUÇUBA"
"698",231390,2313906,"Uruoca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62460-000","Rua Francisco de Queiroz de Almeida, 16, URUOCA"
"699",230250,2302503,"Brejo Santo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63260-000","Rua santa Terezinha, 51, BREJO SANTO"
"700",231300,2313005,"Solonópole","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63620-970","Rua Dr Queiroz Lima, CEP 63.620-000, 330, CENTRO"
"701",230270,2302701,"Campos Sales","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63150-000","Rua Júlio Norões , Casa do Cidadão - Centro, 564, CAMPOS SALES"
"702",230428,2304285,"Eusébio","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","61760-000","Rua Irmã Ambrosina, 83, EUSÉBIO"
"703",231180,2311801,"Russas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62900-970","Avenida Dom Lino, 831, CENTRO"
"704",230720,2307205,"Jati","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63275-970","Rua Pedro Bezerra Cunha, s/n, CENTRO"
"705",230960,2309607,"Pacajus","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62870-970","Rua Guarani - Centro (Prédio do Setor Tributário - altos), 549, CENTRO"
"706",230500,2305001,"Guaraciaba do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62380-000","Terminal Rodoviário José Wellington Melo, S/N, GUARACIABA DO NORTE"
"707",231410,2314102,"Viçosa do Ceará","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62300-000","Rua João Benício Fontenele, 1347, VIÇOSA DO CEARÁ"
"708",230910,2309102,"Mulungu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62764-970","Travessa São Francisco, 188, CENTRO"
"709",230205,2302057,"Barroquinha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62410-970","Rua Celso De Paula, 1422, CENTRO"
"710",231350,2313500,"Trairi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62690-970","Rua Furtunato Barroso,, S/N, CENTRO"
"711",231120,2311207,"Potengi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63160-000","Vila Andrade - Centro, 189, POTENGI"
"712",230290,2302909,"Capistrano","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62748-970","Rua Coronel Francisco Nunes Valente, S/N, CENTRO"
"713",230580,2305803,"Ipu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62250-000","AV. MILTON CARVALHO - CENTRO, Nº 371, IPU"
"714",230950,2309508,"Orós","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63520-970","Praça Anastácio Maia, 40, CENTRO"
"715",230900,2309003,"Mucambo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62170-000","MUCAMBO, s/n, MUCAMBO"
"716",230835,2308351,"Milhã","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63635-970","Av. Pedro José de Oliveira, 406, CENTRO"
"717",230850,2308500,"Mombaça","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63610-970","R. Dona Anésia Meireles Castelo, 01, CENTRO"
"718",231270,2312700,"Senador Pompeu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63600-970","Av. Francisco França Cambraia, 265, CENTRO"
"719",230763,2307635,"Madalena","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63860-970","Rua Augusto Máximo Vieira, 80, CENTRO"
"720",230420,2304202,"Crato","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63100-060","RUA DOUTOR MIGUEL LIMA VERDE, 562, CENTRO"
"721",230420,2304202,"Crato","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63100-480","RUA CORONEL SEGUNDO, 66, CENTRO"
"722",231360,2313609,"Ubajara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62350-970","Rua Juvêncio Luiz Pereira, 514, CENTRO"
"723",230840,2308401,"Missão Velha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63200-970","José Leite Landim Júnior, 142, CENTRO"
"724",230520,2305209,"Hidrolândia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62270-970","Rua Luís Camelo Sobrinho, 640, CENTRO"
"725",231000,2310001,"Palhano","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62910-970","AV. POSSIDÔNIO BARRETO, 330, CENTRO"
"726",230320,2303204,"Caririaçu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63220-970","Rua Carlos Morais, 607, CENTRO"
"727",230430,2304301,"Farias Brito","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63185-970","R. José Alves Pimentel, 87, CENTRO"
"728",230426,2304269,"Deputado Irapuan Pinheiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63645-970","Rua Candido do Borges, 10 (Saste), CENTRO"
"729",230810,2308104,"Mauriti","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63210-000","Avenida Buriti Grande, 55, MAURITI"
"730",230530,2305308,"Ibiapina","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62360-000","Av. Dep. Fernando Melo, 606, IBIAPINA"
"731",231230,2312304,"São Benedito","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62370-970","R. Paulo Marques, 378, CENTRO"
"732",230480,2304806,"Granjeiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63230-000","R. David Granjeiro - Joaquim Ferreira, SN, GRANJEIRO"
"733",231195,2311959,"Salitre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63155-970","Praça São Francisco, SN, CENTRO"
"734",231210,2312106,"Santana do Cariri","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63190-000","R. José Augusto, 387, SANTANA DO CARIRI"
"735",231050,2310506,"Pedra Branca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63630-000","Trav. José Lindolfo, 06, PEDRA BRANCA"
"736",231085,2310852,"Pindoretama","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62860-970","RODOVIA CE 040, KM 43, 1993, CENTRO"
"737",230120,2301208,"Aracoiaba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62750-970","Travessa Manoel Guedes, 28, CENTRO"
"738",230340,2303402,"Carnaubal","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62375-970","R. Pres. Médice, 167, CENTRO"
"739",231335,2313351,"Tejuçuoca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62610-970","R. Mamede Rodrigues Teixeira, 459, CENTRO"
"740",230655,2306553,"Itarema","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62590-970","Rua João Jaime, 60, CENTRO"
"741",230570,2305704,"Ipaumirim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63340-970","R. Cel. Gustavo Lima, 230, CENTRO"
"742",230540,2305407,"Icó","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63430-970","Av. Ilídio Sampaio, 2071, CENTRO"
"743",230030,2300309,"Acopiara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63560-970","Avenida Paulino Félix, 858-944, CENTRO"
"744",230740,2307403,"Jucás","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63580-970","Rua Nelsinho Leal, 74, CENTRO"
"745",230660,2306603,"Itatira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62720-970","Av.Trajano Honorato, 1566, ITATIRA"
"746",230220,2302206,"Beberibe","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62840-000","Rua Joaquim Facó, 371, Sala 01, BEBERIBE"
"747",230393,2303931,"Choró","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63950-000","Rua Cel. João Paracampos, 1410, CHORÓ"
"748",230015,2300150,"Acarape","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62785-970","Rua José Guilherme Costa, 44, CENTRO"
"749",230195,2301950,"Barreira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62795-970","Rua Maria do Carmo, SN, CENTRO"
"750",230510,2305100,"Guaramiranga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62766-970","Rua Joaquim Alves Nogueira, SN, CENTRO"
"751",230870,2308708,"Morada Nova","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62940-000","Cel. José Epifânio, 123, MORADA NOVA"
"752",231240,2312403,"São Gonçalo do Amarante","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62670-970","Avenida Santos Dumont, SN, CENTRO"
"753",230090,2300903,"Apuiarés","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62630-970","RUA JOSÉ MARIANO FILHO, 149, CENTRO"
"754",230020,2300200,"Acaraú","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62580-970","Rua Prefeito Raimundo Rocha, 72, CENTRO"
"755",230075,2300754,"Amontada","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62540-970","Rua Padre Emanuel P. de Sousa, 610, CENTRO"
"756",230230,2302305,"Bela Cruz","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62570-970","Rua Santa Cruz, 34, CENTRO"
"757",231355,2313559,"Tururu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62655-970","Rua Joana pires, 585, CENTRO"
"758",231375,2313757,"Umirim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62660-970","Rua José Távora, SN, CENTRO"
"759",231310,2313104,"Tabuleiro do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62960-970","Rua Maia Alarcon, 246, CENTRO"
"760",230600,2306009,"Iracema","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62980-000","Rua Delta Holanda, SN, IRACEMA"
"761",231100,2311009,"Poranga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62220-970","AV DOUTOR EPITACIO DE PINHO, sn, CENTRO"
"762",231320,2313203,"Tamboril","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63750-970","Rua Germiniano Rodrigues de Farias, SN, CENTRO"
"763",230860,2308609,"Monsenhor Tabosa","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63780-970","Rua São Sebastião, 502, CENTRO"
"764",231280,2312809,"Senador Sá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62470-970","Avenida Francisco Xavier de Mesquita, SN, CENTRO"
"765",230310,2303105,"Cariré","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62184-970","Av. Dep. Elísio Aguiar, Mercado Público 2° Piso, SN, CENTRO"
